Avg_Timestamp,Source,N_Objects,Avg_Speed,Avg_Acceleration,Approaching,Accelerating,Prev_Group,Group
1723808207314,3,19,0.1071405763157894,0.1244865758119293,0,0,121000,121000
1723808207502,3,6,2.2539847883333333,0.0218602095,1,1,121000,121000
1723808207502,3,19,0.0866998463157894,0.1835097561784074,0,0,121000,121000
1723808207502,2,4,0.001,9.784879375e-11,1,1,121000,121000
1723808207502,2,1,5.653916,0.18914261,0,0,121000,121000
1723808207591,3,19,0.0840086273684209,0.1392317003255767,0,0,121000,121000
1723808207591,3,6,2.230653505,0.1209956569,1,1,121000,121000
1723808207591,2,1,5.653916,0.102672465,0,0,121000,121000
1723808207591,2,5,0.26247004,7.8279035e-11,1,1,121000,121000
1723808207815,2,5,0.280420868,0.0621898498886093,1,1,121000,121000
1723808207815,2,1,5.78766,0.47681147,0,0,121000,121000
1723808207815,3,6,2.2499284,0.0385840125333333,1,1,121000,121000
1723808207815,3,19,0.0765914094736841,0.03691058129507,0,0,121000,121000
1723808207998,3,6,2.2384328266666667,0.0312998107166666,1,1,121000,121000
1723808207998,3,20,0.1671245569999999,0.0715884160366943,0,0,121000,121000
1723808208103,3,6,2.235482691666667,0.0289553916166666,1,1,121000,121000
1723808208103,3,20,0.1633287829999999,0.0717557947294224,0,0,121000,121000
1723808208103,2,5,0.2859657999999999,0.0270521960113906,1,1,121000,121000
1723808208103,2,1,5.7943316,0.14905646,0,0,121000,121000
1723808208305,3,20,0.1630048244999999,0.0265403621439855,0,0,121000,121000
1723808208305,3,6,2.251559625,0.0429069881833333,1,1,121000,121000
1723808208305,2,1,5.5883217,0.7982212,0,0,121000,121000
1723808208305,2,5,0.278055386,0.0677117560113906,1,1,121000,121000
1723808208506,3,6,2.2839136416666665,0.2095550227699999,1,1,121000,121000
1723808208506,3,20,0.1521956381999999,0.0107523993725874,0,0,121000,121000
1723808208506,2,5,0.29738108,0.0643048859886094,1,1,121000,121000
1723808208506,2,1,5.68213,0.13892332,0,0,121000,121000
